Interjection Text,Paragraph,Directed at (Party),Party,Interjector Party,Quote,true_label,pred_label
Danke!,Wenn Sie das so bezeichnen möchten: Ja.,SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
"Na, bei 85 Prozent sind wir ja schon!","Wenn es uns gelingt, eine Impfquote zu erreichen, die bei den über 60‑Jährigen deutlich höher ist als 90 Prozent",SPD,SPD,FDP,False,['confrontational'],['confrontational']
35 Jahre!,"Wir haben heute unheimlich viel Positives gehört, und das ist auch gut so; denn in diesem Plan ist ganz viel Positives drin. Da wird sehr viel Geld in das Leben, in das Wohnen insgesamt investiert. Ich will trotzdem noch mal einen Punkt hervorheben: „Jung kauft Alt“, ein Superprogramm, ganz ohne Wenn und Aber. Wir reden ja immer über Geld: mehr Geld, weniger Geld. Manchmal geht es aber auch um etwas ohne Geld. Ich frage hier noch mal: Können wir den Zeitraum der Rückzahlung der Förderung nicht verlängern? Innerhalb von 4,5 Jahre sollen junge Familien – ich habe selber mal gebaut –, die in der Rushhour ihres Lebens sind, die Kinder haben, die ganz viele Verpflichtungen haben, den Kredit zurückzahlen. Die Verlängerung kostet nun wirklich kein Geld.",FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
So ist es!,"Ich finde, das, was wir hier machen, ist das Gegenteil von Intransparenz. Wir verstecken es nicht in einigen Einzelplänen, hier mal eine Maßnahme, da mal eine Maßnahme,",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Eine geniale Strategie!,Herzlichen Dank.,SPD,SPD,FDP,False,['confrontational'],['ambiguous']
Sagen wir doch! Zuhören!,"Wir wollen hier nicht moralisieren, sondern wir wollen aufgrund der Faktenlage ein Stück Gerechtigkeit walten lassen. Die Expertenkommission hat sehr deutlich gesagt: Der Grenzwert von 3,5 Nanogramm THC entspricht ungefähr einem vergleichbaren Wert von 0,2 Promille bei Alkohol. Das heißt, wir schaffen Vergleichbarkeit.",SPD,SPD,GRUENE,False,['ambiguous'],['ambiguous']
Ganz genau!,"Was Ihr Antrag aber unterschlägt, ist, dass die Bundesregierung eine klare Position hat. Maßgeblich sind EU-Verordnungen, sind rechtliche Voraussetzungen, die die EU-Listung regeln.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Genau!,"Das ist wichtig, weil wir zwar übermäßige Erlöse abschöpfen, aber dabei so wenig wie möglich in den Markt eingreifen wollen. Sinkende Energiepreise führen zu Forderungen, diese Abschöpfung zur Finanzierung der Strompreisbremse nicht über die Mitte des Jahres hinaus zu verlängern. Heute Morgen erst hat die Union in ihrem Antrag gefordert, die Abschöpfung sofort komplett zu streichen.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Hört! Hört!,"Lieber Herr Kollege Pilsinger, Sie sind ja theoretisch ein Vertragsarzt;",FDP,FDP,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Oh!,Das kann ich Ihnen an dieser Stelle leider nicht ersparen. In diesem Schauspiel haben Sie die Menschen und auch uns als Koalitionspartner angelogen und getäuscht.,SPD,SPD,FDP,False,['confrontational'],['confrontational']
So ist es!,"darauf hinzuweisen, dass es eben nicht nur um Russland geht bei der AfD, sondern auch um China.",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
Genau so ist es!,"Dafür stimmen wir uns eng mit unseren internationalen Partnern ab, so wie es das Ende von MINUSMA vorsieht. Wie Sie eigentlich wissen müssten, ist unser Mali-Mandat ohnehin so ausgerichtet, dass kurzfristig Anpassungen möglich sind.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Hört! Hört!,"Noch im Frühjahr hat der Bundeskanzler Olaf Scholz auf die drängenden Sorgen von Unternehmerinnen und Unternehmern gesagt, die Klage sei das Lied des Kaufmanns. In der gescheiterten Koalition haben wir mehrfach darüber diskutiert, ob wir nicht eine Aktuelle Stunde zum Thema „wirtschaftliche Lage“ machen sollten. Die Kollegen von SPD und Grünen waren dazu lange nicht bereit.",FDP,FDP,FDP,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Genau!,Ihre Positionen sind feindlich und existenzgefährdend für die deutsche Wirtschaft.,SPD,SPD,SPD,False,['cooperative'],['cooperative']
Die hören nicht zu!,"Erlauben Sie mir, ein paar Zahlen anzuführen. Keine Sorge, meine sehr geehrten Damen und Herren, auch in der ersten Reihe der CDU,",SPD,SPD,FDP,False,['confrontational_others'],['confrontational_others']
Aha!,Der Bezug von Sozialleistungen wie Bürgergeld oder Grundsicherung schließt eine Einbürgerung im Regelfall aus. So sieht es nun auch der Referentenentwurf vor.,FDP,FDP,FDP,False,['cooperative'],"['confrontational_others', 'cooperative']"
Genau!,"Zum volkswirtschaftlichen Nutzen der Tarifbindung will ich sagen: Durch höhere Löhne wird ja auch mehr in die Sozialkassen eingezahlt. Ich will das an einem Beispiel ganz drastisch verdeutlichen, und zwar am Mindestlohn, den wir auf 12 Euro erhöht haben. Um in Deutschland einen Rentenpunkt zu erhalten, muss man 43 000 Euro im Jahr verdienen. Wenn man den Mindestlohn verdient – ungefähr 2 100 Euro brutto – und 45 Jahre arbeiten geht, bekommt man am Ende eine Rente von ungefähr 1 000 Euro. Das ist verdammt wenig. Meine Kolleginnen und Kollegen haben damit ernsthafte Schwierigkeiten. Dass die AfD, die sich bei ihrer Gründung besonders gerühmt hat, volkswirtschaftliches Fachwissen zu haben, dem Antrag zur Mindestlohnerhöhung hier im Bundestag nicht zugestimmt hat,",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Genau!,Doch diese Demokratie muss auch wehrhaft sein und sich gegen ihre Feindinnen und Feinde verteidigen. Wir müssen auf antidemokratische Angriffe vorbereitet sein.,SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Die Partei der Bürokratie sitzt da!,"Sie dachten, Sie führen die Ampel heute so richtig vor, dass sie die Menschen mal reintegrieren soll, und beklagen, dass der Sozialstaat so bürokratisch ist – der Sozialstaat, an dem alle, auch Sie, immer fleißig mitgewirkt haben.",rechte Seite des Hauses,FDP,SPD,False,['confrontational_others'],['confrontational_others']
Ziemlich dünn!,"Kommen wir zum Gesetzentwurf und zum Antrag der Union. Sie sagen, Sie wollen unverzüglich den grenzüberschreitenden Transport zur Verpressung in den Meeresboden zulassen. Zu allem anderen sagen Sie nichts. Sie sagen nichts zu der Frage, unter welchen Bedingungen, in welchen Branchen, mit welchen Restquoten möglicherweise CO2 wo entnommen werden soll.",SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']",['cooperative']
Keiner!,Wer von Ihnen kann das von sich behaupten?,SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Na ja!,"Es ist gut, dass es endlich und erstmalig einen dauerhaften und verbindlichen Solidaritätsmechanismus gibt. Darüber sollen jährlich mindestens 30 000 Geflüchtete aus den Außengrenzstaaten verteilt werden. Das heißt: Länder müssen Geflüchtete aufnehmen oder sich durch finanzielle Beiträge solidarisch zeigen. Geflüchtete werden so innerhalb der EU gleichmäßiger und fairer verteilt.",SPD,SPD,GRUENE,False,['confrontational'],['confrontational']
So ist es!,"Aber es fehlt noch mehr. Sie sagen nicht, dass auch die Länder in der Pflicht sind und einen Beitrag leisten können – wohlgemerkt: auch die unionsgeführten Länder –, dass die Länder ausreichend Personal und Ausreisegewahrsamsplätze bereitstellen müssen,",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Hört! Hört!,"Ich bin der Ministerin auch dankbar, dass sie europäische Lösungen sucht, dass sie sich kümmert, dass sie heute in Palermo ist und gemeinsam mit den Kolleginnen und Kollegen auf der europäischen Ebene",SPD,SPD,SPD,False,['cooperative'],"['confrontational_others', 'cooperative']"
Richtig!,"In diesem Sinne: Lassen Sie Ihre unseriösen Forderungen in der Schublade, und zollen Sie den Opfern des islamistischen Terrors und ihren Familien dadurch Respekt, dass Sie ernsthaft und faktenbasiert",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Das überrascht aber niemanden!,"Es ist doch nicht ausgedacht, dass er eine aggressive, imperialistische Politik betreibt. Neu ist, dass er – das hat er heute gesagt – für Waffenstillstandsgespräche nicht zur Verfügung steht, liebe Kolleginnen und Kollegen.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
Wo ist eigentlich Jens Spahn?,"Sie haben recht: Wir haben ein Defizit von 17 Milliarden Euro aus Ihrer Regierungszeit geerbt. Wir haben einen Haushalt geerbt, in dem null Vorsorge für die Deckung dieser 17 Milliarden Euro vorgesehen war.",GRUENE,GRUENE,GRUENE,False,['confrontational_others'],"['confrontational_others', 'cooperative']"
So ist es!,"der tatsächlich ein libertärer Verrückter ist, Geld,",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Unglaublich!,"Udo Voigt, ehemaliger NPD-Vorsitzender, reiste beispielsweise 2019 in den Libanon, um dort – Zitat – seine „Unterstützung für die wichtige Rolle der Hisbollah im Kampf gegen Terrorismus und die israelische Aggression“ auszudrücken.",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Richtig! So ist es!,"Die Leistungsgruppen werden von den Ländern vergeben, sodass ihre Planungskompetenz gestärkt und nicht eingeschränkt wird.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Unfassbar!,"und das Video, das gerade in den Social-Media-Kanälen läuft. Da wünscht sich nämlich ein Teil der Fraktion der AfD, dass es noch härter kommt, dass es noch schlimmer wird,",GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Für uns nicht!,"Ich komme zurück zu der Frage der industriellen Produktion von Solar in Deutschland und damit zum schwierigeren Teil der Rede. Die Branche ist in einer sehr angespannten Lage. Ich sehe das bei Meyer Burger oder der Glasmanufaktur in Brandenburg. Es ist bitter, dass Meyer Burger Ende Februar die Schließung des Werkes in Freiberg bekannt geben musste. Ende März wurden 400 Mitarbeitende gekündigt. Das bedauere ich sehr. Umso wichtiger ist es, dass die Bundesregierung die grundsätzliche Übernahme einer Exportgarantie zugesagt hat. So bleiben Arbeitsplätze und Forschungs- und Entwicklungskapazitäten in Sachsen und Sachsen-Anhalt erhalten. Ich möchte aber deutlich sagen, dass ich mir mehr gewünscht hätte: einen Resilienzbonus im Solarpaket. Dass es den braucht, ist für mich sonnenklar.",GRUENE,GRUENE,FDP,False,['confrontational'],"['confrontational_others', 'cooperative']"
Richtig!,"Andere Frage: Wohin wollen Sie abschieben, wenn die Täter Deutsche sind?",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Hört! Hört!,"Sehr geehrte Frau Präsidentin! Vielen Dank, dass Sie die Kurzintervention zulassen. – Herr Kollege Rief, Sie haben noch mal den Beschluss des Rechnungsprüfungsausschusses benannt. Ich finde, wir sollten hier sehr ehrlich miteinander umgehen, und deshalb möchte ich Sie einfach noch mal auf den Beschluss hinweisen. Wir haben vor Weihnachten, im Dezember letzten Jahres, einstimmig – das wäre auch die Frage an Sie – beschlossen, dass das BMF aufgefordert wird, uns einen Formulierungsvorschlag zur Änderung des Kraftfahrzeugsteuergesetzes zu unterbreiten, in dem die Steuerbefreiung für land- und forstwirtschaftliche Fahrzeuge zum nächstmöglichen Zeitpunkt aufgehoben wird.",FDP,FDP,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Gucken Sie sich nur die CDU/CSU an!,"Wir wollen doch, dass jeder Mensch Einsatz zeigen und seine Meinung einbringen kann. Innovationen und Elan von unten – damit bringen wir unsere Gemeinschaft voran. Gerade deswegen ist die Absenkung des Partizipationsalters auf 16 der erste richtige Schritt. Doch ich frage ganz offen: Wieso braucht es überhaupt Altersgrenzen, wenn wir doch einen Bereich haben, wo es um Teilhabe geht, wo es darum geht, etwas voranzubringen, wo man wirklich etwas machen will, und gar nicht so sehr um verstaubte Rechte? Manchmal ist jemand schon mit 14 bereit, ein Anliegen voranzubringen, manchmal mit 17, und manchmal gibt es Leute, die ihr Leben lang nicht bereit sind, Verantwortung zu übernehmen oder richtig etwas voranzubringen.",GRUENE,GRUENE,SPD,False,['confrontational_others'],['confrontational_others']
Oah!,"Und was passiert heute, am Nikolausabend? CDU/CSU und FDP bringen jeweils ein Gesetz ein, mit dem unser Lieferkettensorgfaltspflichtengesetz abgeschafft werden soll. Wir haben es doch in der GroKo gemeinsam beschlossen. Jetzt wollen Sie es abschaffen. Wenn das der Nikolaus erfährt, dann bringt er keine Schokolade, keine Mandarinen und keine Lebkuchen mit.",SPD,SPD,FDP,False,['confrontational'],"['confrontational', 'confrontational_others']"
"Ja, Sie wollen Unternehmen belasten, Herr Schrodi! Sie wollen Personengesellschaften belasten!","Kommen wir mal zur Einkommensteuer. Die SPD hat klargemacht: 95 Prozent der Menschen wollen wir entlasten; die höchsten Einkommen, vor allem das oberste Prozent, wollen wir zur Gegenfinanzierung heranziehen.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
Hört! Hört!,"Ich will auch noch ein paar Worte zum Antrag sagen. Ich muss ehrlicherweise zugeben: Ich habe mir Ende 2022 nach der Weltmeisterschaft in Katar auch Sorgen gemacht, weil wir wirklich ein überschaubares Programm hatten. Allerdings muss man dann auch sagen: Das unionsgeführte Sportministerium hatte auch vor unserer Legislatur keinerlei Vorbereitungen für dieses Turnier getroffen.",GRUENE,GRUENE,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Das ist doch nicht Ihr Ernst!,haben Sie uns noch wochenlang etwas vorgemacht. Schwer erarbeitetes Vertrauen wurde im Handstreich zerstört.,SPD,SPD,FDP,False,['confrontational'],"['confrontational', 'confrontational_others']"
Das stimmt!,"– und laut schreien, weil ihnen die Mitglieder abhandenkommen, wie beim DBV.",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
So ist es!,"Die Spaltung der französischen Gesellschaft ist jetzt da. Und ich kann uns nur warnen, diesen Weg zu gehen – wie manche, zum Teil auch die CDU-Ministerpräsidenten, es sich gerade wünschen.",GRUENE,GRUENE,SPD,False,['cooperative'],['cooperative']
So ist es!,"Wenn man KI und Pflege zusammenbringen will, dann am besten so, dass KI Bürokratie reduziert, die Pflegedokumentation einfacher und schneller macht, damit die Menschen, die in der Pflege arbeiten, mehr Zeit haben für das, worauf es ankommt: die Menschen.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Hört! Hört!,"Ich will an dieser Stelle sagen: Umso wichtiger, damit das passieren kann, war auch die Bildung eines eigenen Ministeriums. Ich weiß aus vielen Gesprächen, dass Ministerin Geywitz in den vergangenen 100 Tagen jedenfalls so viele Gespräche mit der Wohnungswirtschaft geführt hat wie Horst Seehofer in vier Jahren nicht.",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Sofortabstimmung!,Dann ist allerdings der Punkt II – –,FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
Das ist schäbig!,"Dafür zu sorgen, dass Menschen auf Bananenplantagen nicht mutwillig an der Gesundheit geschädigt werden, nicht mit Pestiziden übersprüht werden, nicht wie Ungeziefer behandelt werden, das nennt die FDP jetzt Bürokratie. Das nennen Sie hier Bürokratie.",SPD,SPD,FDP,False,['confrontational'],"['confrontational', 'cooperative']"
Sie schon! Herr Curio nicht!,"Wenn zwei Personen – man muss es auch einfach aussprechen – ausländischer Herkunft in Deutschland solche Morde begehen, dann hat das natürlich auch eine migrationspolitische Komponente, die man nicht einfach übergehen darf. Das heißt nicht, dass man Migration und Sicherheit einfach vermengen soll. Es heißt auch nicht, dass man alle Migranten, Flüchtlinge, Ausländer über einen Kamm schert, wenn ein kleiner Teil von ihnen Straftaten begeht. Das muss man unterscheiden und differenzieren, und das tun wir auch.",FDP,FDP,GRUENE,False,"['confrontational_others', 'cooperative']",['confrontational']
Ganz genau so war das!,"Und jeder, der uns erzählen will, das sei das Verdienst von Gerd Müller, weiß nicht, wie so was läuft. Das war die SPD-Fraktion, die in den Verhandlungen – und übrigens analog zu unserem damaligen Koalitionsvertrag – diesen Etat so erhöht hat,",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Oh!,Nein.,SPD,SPD,FDP,False,['ambiguous'],['ambiguous']
Ganz genau!,"– Ich habe mich persönlich, Herr Kubicki, in den Verhandlungen – das kann Ihnen der Kollege Herbrand bestätigen –",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Der Amthor ist nicht direkt gewählt? Was?,"Herr Amthor, es ist ja nett und auch durchschaubar, dass Sie sich als Listenabgeordneter so sehr um SPD-Direktwahlkreise kümmern.",SPD,SPD,FDP,False,['confrontational_others'],['confrontational_others']
"Hört, hört!","Ich möchte noch etwas sagen. Sie haben uns für unseren Haushalt kritisiert. Ich habe mir noch mal die Anträge angeguckt, die Sie bei den letzten Haushaltsberatungen zum Haushalt des BMAS vorgelegt haben. Sie haben gefordert, die Mittel für die Jugendberufsagenturen zu halbieren. Den jungen Menschen, die in Arbeitslosigkeit sind, wollten Sie die Mittel weghalbieren. Sie haben gefordert, die Mittel für die berufliche Integration und die Beratung von Zuwanderern in den Arbeitsmarkt zu halbieren. Sie wollten nicht die ukrainischen Geflüchteten in den Arbeitsmarkt bringen, Sie wollten die Mittel halbieren.",FDP,FDP,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Danke!,"Das Startchancen-Programm soll ja ein Stück weit strukturverändernd sein und Modellcharakter haben. Wir bauen natürlich auf dem auf, was teilweise in den Ländern auch schon vorhanden ist, und heben es zusammen noch mal auf eine neue Stufe. Deswegen: Das, was der Bund macht, soll ja nicht das Ende der Förderung sein, sondern es soll ja dann auch sozusagen in die Fläche ausgeweitet werden. Deswegen haben wir uns für den Bildungsgipfel, der im nächsten Jahr stattfindet und der auch im Koalitionsvertrag verankert ist, auch das Thema Aufstiegsversprechen, also dass eben nicht die Größe der Bücher, die Länge der Bücherregale darüber entscheidet, welchen Bildungsweg ein Kind geht, als gemeinsames Thema gesetzt. Wir werden gleichzeitig auch an der Wirksamkeit unserer Maßnahmen arbeiten; denn es langt nicht, dass wir Geld im Haushalt stehen haben, sondern es muss sich wirklich in Kompetenzen bei den Schülerinnen und Schülern niederschlagen.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Aha!,"oder das Wirken einer ominösen PR-Agentur aus dem Ausland, die für den Landtagswahlkampf der AfD in Baden-Württemberg und in NRW Plakate spendiert hat.",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Richtig!,"Dass die seit 2020 auf drei Eckpfeilern zusammengeführten Programmschwerpunkte der Städtebauförderung auch im Jahr 2023 nichts an Aktualität und Relevanz eingebüßt haben, kann man exemplarisch am Schwerpunkt „Lebendige Zentren“ erkennen. Veränderte Konsumgewohnheiten durch Onlinehandel und Homeoffice setzen die Innenstädte vehement unter Druck, sich zu verändern. Zuletzt zeigten die Galeria-Schließungen noch einmal eindrucksvoll, dass sich unsere Innenstädte wandeln müssen, um resilienter zu werden. Zubetonierte Orte, in die man schnell mit dem Auto zum Shoppen rein- und danach wieder rausfährt und wo spätestens ab 20 Uhr tote Hose ist, sind kein attraktives Modell für die Zukunft.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Richtig!,"Wir hatten schon mal eine ganz ähnliche Diskussion über Leuna in Sachsen-Anhalt. Da flossen damals 5 Milliarden Mark rein. Schon damals wurden 1,4 Milliarden Mark an direkten Steuerzuschüssen gezahlt.",GRUENE,GRUENE,SPD,False,['cooperative'],['cooperative']
Herzlichen Dank!,"Die genaue Anzahl werde ich Ihnen nachreichen, weil sich das natürlich täglich verändert. Aber da bekommen Sie eine tagesaktuelle Nachreichung.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Aha!,"Sehr geehrter Präsident! Kolleginnen und Kollegen! Meine sehr geehrten Damen und Herren! Manchmal lohnt ein Blick in die Geschichte: Heute vor 25 Jahren war es der CDU-Ministerpräsident in Hessen, Roland Koch, der eine Kampagne gegen die doppelte Staatsbürgerschaft ins Leben gerufen hat.",SPD,SPD,FDP,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Das ist der Punkt!,"An zweien dieser Standorte haben wir weiterhin eine exzellente Forschungs- und Entwicklungsarbeit. – Herr Wiener, hören Sie zu! Es geht hier um Hochtechnologie und eben nicht um Billigprodukte, die jeder fertigen kann.",GRUENE,GRUENE,FDP,False,['ambiguous'],['cooperative']
"Genau, ja!","weil sie mit anderen Betrieben – nicht nur in Deutschland – um gute Arbeitskräfte konkurrieren. Wir wissen aber natürlich auch, dass die Situation der Landwirtinnen und Landwirte nicht einfach ist. Deswegen unterstützen wir sie auch bei den Saisonbeschäftigten. Wenn zum Beispiel ein Landwirt Arbeitskräfte bis zu 70 Tage anstellt, sie also kurzfristig beschäftigt sind, dann hat er keine Sozialversicherungskosten. Wir unterstützen sie aber auch durch Sonderregelungen zur Arbeitszeit, sodass auf den Feldern bis zu zwölf Stunden am Tag gearbeitet werden kann. Und zur Wahrheit gehört auch, dass Unterkunft oder Verpflegung bereits jetzt auf den Mindestlohn angerechnet werden können,",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Wattebäuschchen!,"Eine zweite Anmerkung kann ich mir nicht ersparen, und zwar zu der Kollegin von der Linkspartei, auch wenn ich Gefahr laufe, dass Sie sich noch mal dazu äußern können. Was genau schlagen Sie denn vor, sollte Russland das Baltikum angreifen? Kapitulation?",GRUENE,GRUENE,FDP,False,"['confrontational_others', 'cooperative']",['cooperative']
Genau!,"weil Putin ja selber Migration als Waffe gegen die Europäische Union einsetzt, weil Putin ja selbst versucht, die Europäische Union dadurch zu destabilisieren.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Das ist doch angekündigt!,Das muss doch jetzt die Entscheidung der Stunde sein.,FDP,FDP,SPD,False,['confrontational'],['confrontational']
"Ich glaube, das weiß Frau von Storch nicht!","Frau von Storch weiß aber schon, dass wir hier über Demokratieförderung reden. – Ja, bitte.",SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']",['confrontational_others']
So ist es!,"Meine Fraktion hat vor der Gefahr, die von Reichsbürgern ausgeht, schon seit Jahren gewarnt. An der Spitze der Verharmloser stand damals Hans-Georg Maaßen,",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Richtig!,"Ich fasse es gern noch mal zusammen: Es ist offensichtlich, dass wir – anders als frühere Regierungen – eine aktive und fortschrittliche Sportpolitik betreiben. Die verpassten Chancen der Unionsführung in der Sportpolitik haben zum Stillstand geführt; da ist nichts weitergegangen.",GRUENE,GRUENE,SPD,False,['cooperative'],['cooperative']
"Todesstrafe für Homosexuelle, das finden sie ganz super!","gegen Andersdenkende und Andersgläubige. So verlangen Sie dieses Mal allen Ernstes, wir sollen anderen Ländern keine LGBTQ-Rechte aufzwingen und lokale Kulturen einfach tolerieren.",SPD,SPD,FDP,False,"['confrontational_others', 'cooperative']",['cooperative']
Diese Probleme hätten wir ohne sie nicht!,"Besonders interessant fand ich, dass an vielen Stellen im Bericht bereits vermerkt wurde, dass eine Vielzahl von Hinweisen bereits in einem Bericht 2021 angesprochen wurde. Das heißt, eine Vielzahl der Hinweise sind nicht neu. Auch wenn Sie es nicht hören wollen: Zur Wahrheit gehört, liebe Kolleginnen und Kollegen der Union, dass wir gerade Schritt für Schritt die Probleme lösen, die Sie uns aus den Jahren Ihrer Regierungsverantwortung hinterlassen haben.",GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Das ist ja interessant!,"Lassen Sie uns heute die Aktuelle Stunde dafür nutzen, auch mal ein paar andere Fragen zu diskutieren. Es ist doch ein offenes Geheimnis – und das kann man den Bürgerinnen und Bürgern draußen auch mal sagen –: Wenn Delegationen des Deutschen Bundestages zur Sitzung des Europarates bzw. zur Parlamentarischen Versammlung fahren, dann frühstücken sie meistens zusammen. Sie müssen immer in der russischen Botschaft abgeholt werden, weil Ihr Frühstück da stattfindet. Reden Sie doch darüber mal heute in der Aktuellen Stunde.",SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Hört! Hört!,"So behauptet die AfD, dass es eine Folge der Mindestlohnerhöhung sei, dass der Selbstversorgungsgrad bei Gemüse zuletzt um 2 Prozentpunkte gesunken ist. Dass aber der Selbstversorgungsgrad von Obst im selben Zeitraum um 2,5 Prozentpunkte gestiegen ist, verheimlicht sie.",GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Genau so ist es!,"Ob Sie sich noch erinnern, dass Herr Merz sich mehrfach erfolglos für Ihren Parteivorsitz beworben hat, sei mal dahingestellt.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Wo ist der Beitrag des Freistaats Bayern?,"Wir wollen alle bedarfsnotwendigen Krankenhäuser dieses Landes erhalten,",GRUENE,GRUENE,SPD,False,['confrontational_others'],['confrontational_others']
Das können die selbst!,"Das sind Probleme, die wir angehen müssen. Wir müssen die Landwirtschaft fit machen, resilient machen und dafür sorgen, dass sie in die Zukunft kommen kann.",SPD,SPD,FDP,False,['confrontational'],['cooperative']
Sehr richtig!,"Was ich Ihnen also vorschlage: Verzichten Sie auf die Abstimmung! Lassen Sie uns den Antrag überweisen! Und wenn wir uns Mühe geben, kommen wir am Ende zu einem gemeinsamen Antrag; denn in der Sache sind wir Demokraten in diesem Hause sehr viel näher beieinander, als es meine Vorrednerin eben in ihrer Rede zum Ausdruck gebracht hat.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Die sind aber nicht relevant!,Aber schauen wir uns zuerst die Zahlen der Asylanträge aus Georgien und Moldau der letzten zwei Jahre an.,SPD,SPD,GRUENE,False,['confrontational'],"['confrontational', 'confrontational_others']"
Von der FDP lernen heißt siegen lernen!,Alles andere ist hier gelb bei mir.,FDP,FDP,FDP,False,['cooperative'],['cooperative']
Ja!,"Dann möchte ich gerne noch bei einem weiteren Punkt von Ihnen einhaken, Herr Dobrindt. Sie sagten zu Recht: Wir sind in einem Energiekrieg, und wir brauchen eine Kraftanstrengung. – Das teile ich. Sie meinten dann aber, wir bräuchten sie nicht erst seit gestern. Da frage ich Sie: Wo waren Sie denn bis gestern?",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Ampel wirkt!,"In diesem Sinne: Lassen Sie uns an einer echten Bildungs- und Studienreform arbeiten! Das BAföG steht dafür zur Verfügung. Wenn Sie Ihre Erkenntnisse da einbringen, werden Sie uns dabei unterstützen.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Ihr werdet gegen Stephan Weil stimmen!,"Aber in diesen Gesprächen muss alles auf den Tisch, was die Beteiligten für eine gute Lösung in der Situation für nötig erachten.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
Genau! Keine Frage!,"Olaf Scholz – das dürfte unbestritten sein – würde auch bei einer erneuten Befragung genau das wiederholen, was er seit vielen Jahren dazu sagt. Ganz offensichtlich hat die Unionsfraktion diese Einschätzung zumindest in den GroKo-Jahren vollumfänglich geteilt. Anders kann ich mir nicht erklären, warum das Gespräch des Finanzausschusses am 1. Juli 2020 mit Olaf Scholz zum Cum-ex-Komplex und seinen möglichen Handlungen vonseiten der CDU/CSU extrem antriebslos geführt worden ist.",FDP,FDP,SPD,False,['cooperative'],"['confrontational_others', 'cooperative']"
